INDEX	UUID	TYPE	STR	AG_A_TEXT	AG_A_LINKS	AG_A_STR	AG_B_TEXT	AG_B_LINKS	AG_B_STR	PMID	TEXT	IS_HYP	IS_DIRECT	CURATOR	CORRECT	NOTES	AG_A_IDS_CORRECT	AG_A_STATE_CORRECT	AG_B_IDS_CORRECT	AG_B_STATE_CORRECT	EVENT_CORRECT	RES_CORRECT	POS_CORRECT	SUBJ_ACT_CORRECT	OBJ_ACT_CORRECT	HYP_CORRECT	DIRECT_CORRECT
155	a6b0cebe-1641-4e99-8690-f05f184dbcd4	DecreaseAmount	DecreaseAmount(CD46(), TET3())	TLX	https://identifiers.org/uniprot/P15529, https://identifiers.org/hgnc/HGNC:6953	CD46()	TET3	https://identifiers.org/uniprot/O43151, https://identifiers.org/hgnc/HGNC:28313	TET3()	26838672	Among the differentially expressed genes, an inverse correlation in gene expression was observed in TLX knockdown cells and TET3 knockdown cells (XREF_FIG), consistent with our hypothesis that TLX represses TET3 expression.		FALSE	JAB	0	TLX refers to NR2E1											
156	a6b0cebe-1641-4e99-8690-f05f184dbcd4	DecreaseAmount	DecreaseAmount(CD46(), TET3())	TLX	https://identifiers.org/uniprot/P15529, https://identifiers.org/hgnc/HGNC:6953	CD46()	TET3	https://identifiers.org/uniprot/O43151, https://identifiers.org/hgnc/HGNC:28313	TET3()	26838672	Our finding showing that TLX represses TET3 expression in GSCs could provide a plausible explanation for the decreased 5hmC level in GBM.		FALSE	JAB	0	TLX refers to NR2E1											
157	45fe43bd-2af3-471d-ad33-3d0f56dc9e52	Activation	Activation(JAK1(), IL4())	JAK1	https://identifiers.org/uniprot/P23458, https://identifiers.org/hgnc/HGNC:6190	JAK1()	IL-4	https://identifiers.org/uniprot/P05112, https://identifiers.org/hgnc/HGNC:6014	IL4()	22406175	These results imply that STAT6 is an important transcription factor mediating the inhibitory IL-4 signal in HK cells.Based upon the results that JAK1-STAT6 axis conveys IL-4 signals in HK cells, we asked whether JAK1 and STAT6 proteins indeed would mediate IL-4 signals leading to the ultimate suppression of PG production.		FALSE	JAB	0	Strictly speaking, JAK1 "mediates" (is downstream of) IL-4											
158	45fe43bd-2af3-471d-ad33-3d0f56dc9e52	Activation	Activation(JAK1(), IL4())	JAK1	https://identifiers.org/uniprot/P23458, https://identifiers.org/hgnc/HGNC:6190	JAK1()	IL-4	https://identifiers.org/uniprot/P05112, https://identifiers.org/hgnc/HGNC:6014	IL4()	22406175	Our study implies that U-STATs may play significant roles also in normal cells.In summary, our study provides evidence that JAK1 and STAT6 may be universal mediators of IL-4 in the suppression of PG production in human FDCs.		FALSE	JAB	0	Strictly speaking, JAK1 "mediates" (is downstream of) IL-4											
159	45fe43bd-2af3-471d-ad33-3d0f56dc9e52	Activation	Activation(JAK1(), IL4())	JAK1	https://identifiers.org/uniprot/P23458, https://identifiers.org/hgnc/HGNC:6190	JAK1()	IL-4	https://identifiers.org/uniprot/P05112, https://identifiers.org/hgnc/HGNC:6014	IL4()	21277633	These results clearly indicate that the JAK1-STAT6 axis conveys IL-4 signals in HK cells.Next, we asked whether JAK1 and STAT6 molecules indeed mediated IL-4 signals and led to the regulation of PG producing enzymes and the ultimate suppression of PG production.		FALSE	JAB	0	Strictly speaking, JAK1 "mediates" (is downstream of) IL-4											
160	d0114b77-1ddb-45f1-bbaf-45c7b4b7c791	Complex	Complex(TDG(), EP300())	TDG	https://identifiers.org/uniprot/Q13569, https://identifiers.org/hgnc/HGNC:11700	TDG()	p300	https://identifiers.org/uniprot/Q09472, https://identifiers.org/hgnc/HGNC:3373	EP300()	24532795	TDG interacts with the transcription factor TCF4 and coactivator CREB binding protein and p300 in the Wnt pathway.		TRUE	JAB	1												
161	d0114b77-1ddb-45f1-bbaf-45c7b4b7c791	Complex	Complex(TDG(), EP300())	TDG	https://identifiers.org/uniprot/Q13569, https://identifiers.org/hgnc/HGNC:11700	TDG()	p300	https://identifiers.org/uniprot/Q09472, https://identifiers.org/hgnc/HGNC:3373	EP300()	22560925	The association between CBP and p300 and TDG has been well documented, and the TDG knockout studies in mice support a mechanism whereby recruitment of CBP and p300 to retinoic acid receptor (RAR) target genes is dependent on TDG ().		TRUE	JAB	1												
162	d0114b77-1ddb-45f1-bbaf-45c7b4b7c791	Complex	Complex(TDG(), EP300())	TDG	https://identifiers.org/uniprot/Q13569, https://identifiers.org/hgnc/HGNC:11700	TDG()	p300	https://identifiers.org/uniprot/Q09472, https://identifiers.org/hgnc/HGNC:3373	EP300()	24394593	Moreover, TDG interacts with the HATs CREB binding protein (CBP) and p300, thereby enhancing their gene expression activating capacities XREF_BIBR.		TRUE	JAB	1												
163	dd65e99c-fd66-40cc-9b4d-16b601c81e93	Activation	Activation(TGFB(), ENTPD1())	TGF-beta	https://identifiers.org/fplx/TGFB	TGFB()	CD39	https://identifiers.org/uniprot/P49961, https://identifiers.org/hgnc/HGNC:3363	ENTPD1()	20676092	We found significantly higher expression of ENTPD1 (encoding CD39) in T cells treated with TGF-beta plus TCDD (XREF_FIG).		FALSE	JAB	1	Should be IncreaseAmount											
164	dd65e99c-fd66-40cc-9b4d-16b601c81e93	Activation	Activation(TGFB(), ENTPD1())	TGF-beta	https://identifiers.org/fplx/TGFB	TGFB()	CD39	https://identifiers.org/uniprot/P49961, https://identifiers.org/hgnc/HGNC:3363	ENTPD1()	20676092	We found significantly higher expression of ENTPD1 (encoding CD39) in T cells treated with TGF-beta plus TCDD (XREF_FIG).		FALSE	JAB	1	Should be IncreaseAmount											
165	dd65e99c-fd66-40cc-9b4d-16b601c81e93	Activation	Activation(TGFB(), ENTPD1())	TGF-beta	https://identifiers.org/fplx/TGFB	TGFB()	CD39	https://identifiers.org/uniprot/P49961, https://identifiers.org/hgnc/HGNC:3363	ENTPD1()	21663645	In contrast, TGF-beta could promote the differentiation of CD39 + Tregs under the same conditions.		FALSE	JAB	0	No relation											
166	bc7f9a1f-8569-4211-8f10-ae57078f8d7e	DecreaseAmount	DecreaseAmount(PPY(), MYC())	pH	https://identifiers.org/uniprot/P01298, https://identifiers.org/hgnc/HGNC:9327	PPY()	c-Myc	https://identifiers.org/uniprot/P01106, https://identifiers.org/hgnc/HGNC:7553	MYC()	24152439	Acidic pH alone is insufficient to reduce c-Myc expression, as it does not decrease c-Myc in H1299 lung cancer cells expressing very low levels of pH sensing G protein coupled receptors (GPCRs).		FALSE	JAB	0	pH!											
167	bc7f9a1f-8569-4211-8f10-ae57078f8d7e	DecreaseAmount	DecreaseAmount(PPY(), MYC())	pH	https://identifiers.org/uniprot/P01298, https://identifiers.org/hgnc/HGNC:9327	PPY()	c-Myc	https://identifiers.org/uniprot/P01106, https://identifiers.org/hgnc/HGNC:7553	MYC()	24152439	Collectively, our results identify a novel mechanism of c-Myc regulation by acidosis in the tumor microenvironment and indicate that modulation of TDAG8 and related pH sensing receptor pathways may be exploited as a new approach to inhibit Myc expression.		FALSE	JAB	0	pH!											
168	bc7f9a1f-8569-4211-8f10-ae57078f8d7e	DecreaseAmount	DecreaseAmount(PPY(), MYC())	pH	https://identifiers.org/uniprot/P01298, https://identifiers.org/hgnc/HGNC:9327	PPY()	c-Myc	https://identifiers.org/uniprot/P01106, https://identifiers.org/hgnc/HGNC:7553	MYC()	24152439	To further elucidate the connection between TDAG8 and acidosis induced c-Myc downregulation, we identified a human lung cancer cell line, H1299, in which c-Myc expression was not decreased by acidic pH (XREF_FIG).		FALSE	JAB	0	pH!											
169	9a06210b-f897-4c7d-bd14-7aae0472d3aa	Inhibition	Inhibition(TSC2(), EREG())	TSC2	https://identifiers.org/uniprot/P49815, https://identifiers.org/hgnc/HGNC:12363	TSC2()	EREG	https://identifiers.org/uniprot/O14944, https://identifiers.org/hgnc/HGNC:3443	EREG()	24748662	However, the level of EREG in pcDNA3.1 (+)/TSC2-NLSdel transfected cells was more than the wild-type TSC2 construct transfected cells and similar to the vector control, suggesting that the deletion of NLS indeed abolishes the TSC2 mediated EREG repression.		FALSE	JAB	1												
170	9a06210b-f897-4c7d-bd14-7aae0472d3aa	Inhibition	Inhibition(TSC2(), EREG())	TSC2	https://identifiers.org/uniprot/P49815, https://identifiers.org/hgnc/HGNC:12363	TSC2()	EREG	https://identifiers.org/uniprot/O14944, https://identifiers.org/hgnc/HGNC:3443	EREG()	24748662	Our results showed that the TSC2 mediated transcriptional repression of EREG was insensitive to rapamycin, suggesting that it was independent of mTORC1 and thus non canonical in nature.		FALSE	JAB	1	Should be DecreaseAmount 											
171	9a06210b-f897-4c7d-bd14-7aae0472d3aa	Inhibition	Inhibition(TSC2(), EREG())	TSC2	https://identifiers.org/uniprot/P49815, https://identifiers.org/hgnc/HGNC:12363	TSC2()	EREG	https://identifiers.org/uniprot/O14944, https://identifiers.org/hgnc/HGNC:3443	EREG()	24748662	In order to validate if TSC2 transcriptionally represses the EREG promoter, we first analyzed its expression by western blotting.		FALSE	JAB	1	Hypothesis											
172	b1d1c83d-d1e8-4236-8e3e-1c6aee35d847	IncreaseAmount	IncreaseAmount(NIBAN2(), GDF15())	MEG3	https://identifiers.org/uniprot/Q96TA1, https://identifiers.org/hgnc/HGNC:25282	NIBAN2()	GDF15	https://identifiers.org/uniprot/Q99988, https://identifiers.org/hgnc/HGNC:30142	GDF15()	22393162	Instead, MEG3 enhances p53 dependent expression of GDF15, an inhibitor of cell proliferation.		FALSE														
173	b1d1c83d-d1e8-4236-8e3e-1c6aee35d847	IncreaseAmount	IncreaseAmount(NIBAN2(), GDF15())	MEG3	https://identifiers.org/uniprot/Q96TA1, https://identifiers.org/hgnc/HGNC:25282	NIBAN2()	GDF15	https://identifiers.org/uniprot/Q99988, https://identifiers.org/hgnc/HGNC:30142	GDF15()	27832204	Zhou et al. initially characterized MEG3 as an activator of p53 and showed that MEG3 up-regulates the expression of the p53 target gene GDF15 [XREF_BIBR].		FALSE														
174	b1d1c83d-d1e8-4236-8e3e-1c6aee35d847	IncreaseAmount	IncreaseAmount(NIBAN2(), GDF15())	MEG3	https://identifiers.org/uniprot/Q96TA1, https://identifiers.org/hgnc/HGNC:25282	NIBAN2()	GDF15	https://identifiers.org/uniprot/Q99988, https://identifiers.org/hgnc/HGNC:30142	GDF15()	17569660	We further found that MEG3 stimulates expression of the growth differentiation factor 15 (GDF15) by enhancing p53 binding to the GDF15 gene promoter.		FALSE														
175	e92e858f-38d0-4899-846d-f1750a028534	Inhibition	Inhibition(SPP1(), BCL2())	OPN	https://identifiers.org/uniprot/P10451, https://identifiers.org/hgnc/HGNC:11255	SPP1()	Bcl-2	https://identifiers.org/uniprot/P10415, https://identifiers.org/hgnc/HGNC:990	BCL2()	26491674	In addition, resent study demonstrated that OPN increased chemo-resistance to cisplatin in SBC-3 cells by suppressing bcl-2 protein down-regulation, thereby blocking the caspase-9- and caspase-3-dependent cell apoptosis [XREF_BIBR].		FALSE														
176	e92e858f-38d0-4899-846d-f1750a028534	Inhibition	Inhibition(SPP1(), BCL2())	OPN	https://identifiers.org/uniprot/P10451, https://identifiers.org/hgnc/HGNC:11255	SPP1()	Bcl-2	https://identifiers.org/uniprot/P10415, https://identifiers.org/hgnc/HGNC:990	BCL2()	25405848	Downregulation of osteopontin enhances the sensitivity of glioma U251 cells to temozolomide and cisplatin by targeting the NF-kappaB and Bcl -2 pathway.		FALSE														
177	e92e858f-38d0-4899-846d-f1750a028534	Inhibition	Inhibition(SPP1(), BCL2())	OPN	https://identifiers.org/uniprot/P10451, https://identifiers.org/hgnc/HGNC:11255	SPP1()	Bcl-2	https://identifiers.org/uniprot/P10415, https://identifiers.org/hgnc/HGNC:990	BCL2()	25405848	Knockdown of OPN through siRNA enhanced the effects of TMZ and DDP chemotherapy by targeting the NF-kappaB and Bcl -2 pathway.		FALSE														
178	c6fc11a1-7f66-44d2-8cfb-10d61ca8832b	Activation	Activation(IRF1(), OPTN())	IRF-1	https://identifiers.org/uniprot/P10914, https://identifiers.org/hgnc/HGNC:6116	IRF1()	optineurin	https://identifiers.org/uniprot/Q96CV9, https://identifiers.org/hgnc/HGNC:17142	OPTN()	23811275	The optineurin promoter was strongly activated by expression of IRF-1, in a dose dependent manner (B).		FALSE														
179	c6fc11a1-7f66-44d2-8cfb-10d61ca8832b	Activation	Activation(IRF1(), OPTN())	IRF-1	https://identifiers.org/uniprot/P10914, https://identifiers.org/hgnc/HGNC:6116	IRF1()	optineurin	https://identifiers.org/uniprot/Q96CV9, https://identifiers.org/hgnc/HGNC:17142	OPTN()	23811275	To our surprise, as low an amount of IRF-1 expression plasmid as 1ng was able to activate the optineurin promoter significantly.		FALSE														
180	c6fc11a1-7f66-44d2-8cfb-10d61ca8832b	Activation	Activation(IRF1(), OPTN())	IRF-1	https://identifiers.org/uniprot/P10914, https://identifiers.org/hgnc/HGNC:6116	IRF1()	optineurin	https://identifiers.org/uniprot/Q96CV9, https://identifiers.org/hgnc/HGNC:17142	OPTN()	23811275	IRF-1 cooperates with NF-kappaB to activate optineurin promoter and the synergistic effect of these two transcription factors may be involved in inducing optineurin promoter activation in response to TNF-alpha and IFN-gamma.		FALSE														
181	fa15f673-6882-4129-94f7-3d07cb1be73b	Complex	Complex(RASSF5(), MST1())	Nore1	https://identifiers.org/uniprot/Q8WWW0, https://identifiers.org/hgnc/HGNC:17609	RASSF5()	Mst1	https://identifiers.org/uniprot/P26927, https://identifiers.org/hgnc/HGNC:7380	MST1()	20346707	To assess MST-1 binding to RapL, we coexpressed myc-MST-1 and V5 tagged RapL, precipitated an anti-myc MST-1, and blotted with anti-V5 for RapL (C).		TRUE														
182	fa15f673-6882-4129-94f7-3d07cb1be73b	Complex	Complex(RASSF5(), MST1())	Nore1	https://identifiers.org/uniprot/Q8WWW0, https://identifiers.org/hgnc/HGNC:17609	RASSF5()	Mst1	https://identifiers.org/uniprot/P26927, https://identifiers.org/hgnc/HGNC:7380	MST1()	20951342	In mammalian cell cultures, endogenous Nore1 and RASSF5 was reported to bind active Ras upon serum stimulation, and further studies implicated the Nore1 and Mst1 complex as a Ras effector that mediates the proapoptotic effect of activated Ras.		TRUE														
183	fa15f673-6882-4129-94f7-3d07cb1be73b	Complex	Complex(RASSF5(), MST1())	Nore1	https://identifiers.org/uniprot/Q8WWW0, https://identifiers.org/hgnc/HGNC:17609	RASSF5()	Mst1	https://identifiers.org/uniprot/P26927, https://identifiers.org/hgnc/HGNC:7380	MST1()	20951342	Another small GTPase, Rap1, has been implicated as a regulator of the Nore1 and Mst1 complex in lymphocyte trafficking and motility.		TRUE														
184	d0affb1a-dc12-480e-a4f5-404408512871	Complex	Complex(SNCA(), FBXW7())	SNCA	https://identifiers.org/uniprot/P37840, https://identifiers.org/hgnc/HGNC:11138	SNCA()	Fbw7	https://identifiers.org/uniprot/Q969H0, https://identifiers.org/hgnc/HGNC:16712	FBXW7()	26033182	SNCA interact with Fbw7 (C).		TRUE														
185	d0affb1a-dc12-480e-a4f5-404408512871	Complex	Complex(SNCA(), FBXW7())	SNCA	https://identifiers.org/uniprot/P37840, https://identifiers.org/hgnc/HGNC:11138	SNCA()	Fbw7	https://identifiers.org/uniprot/Q969H0, https://identifiers.org/hgnc/HGNC:16712	FBXW7()	26033182	Also, we confirmed that endogenous SNCA could bind to endogenous Fbw7 (D).		TRUE														
186	d0affb1a-dc12-480e-a4f5-404408512871	Complex	Complex(SNCA(), FBXW7())	SNCA	https://identifiers.org/uniprot/P37840, https://identifiers.org/hgnc/HGNC:11138	SNCA()	Fbw7	https://identifiers.org/uniprot/Q969H0, https://identifiers.org/hgnc/HGNC:16712	FBXW7()	26033182	Furthermore, we determined that SNCA interacted with Fbw7, and this interaction promoted ubiquitination of Notch1-IC.		TRUE														
187	4f333c75-abf2-4a25-a409-06b56afd0ecb	Complex	Complex(NETO1(), GRIN2B())	NETO1	https://identifiers.org/uniprot/Q8TDF5, https://identifiers.org/hgnc/HGNC:13823	NETO1()	NR2B	https://identifiers.org/uniprot/Q13224, https://identifiers.org/hgnc/HGNC:4586	GRIN2B()	19243221	We found that Neto1 interacts with the core NMDAR subunits, NR2A and NR2B, and with the scaffolding protein postsynaptic density-95 (PSD-95).		TRUE														
188	4f333c75-abf2-4a25-a409-06b56afd0ecb	Complex	Complex(NETO1(), GRIN2B())	NETO1	https://identifiers.org/uniprot/Q8TDF5, https://identifiers.org/hgnc/HGNC:13823	NETO1()	NR2B	https://identifiers.org/uniprot/Q13224, https://identifiers.org/hgnc/HGNC:4586	GRIN2B()	19243221	Although Neto1 binds to both NR2A and NR2B, the loss of Neto1 leads to a reduction in the abundance of NR2A, but not NR2B, in the PSD fraction from hippocampus and a reduction in NR2A puncta in the CA1 region.		TRUE														
189	4f333c75-abf2-4a25-a409-06b56afd0ecb	Complex	Complex(NETO1(), GRIN2B())	NETO1	https://identifiers.org/uniprot/Q8TDF5, https://identifiers.org/hgnc/HGNC:13823	NETO1()	NR2B	https://identifiers.org/uniprot/Q13224, https://identifiers.org/hgnc/HGNC:4586	GRIN2B()	22205981	NETO1 interacts with the core NMDAR subunits, NR2A and NR2B and a scaffolding protein, postsynaptic density-95 (PSD-95), maintaining the abundance of NR2A containing NMDARs in the postsynaptic density of the hippocampus.		TRUE														
190	fa354a65-54ee-482b-ba13-a1326b5de3f1	Activation	Activation(p38(), IL18())	p38	https://identifiers.org/fplx/p38	p38()	IL-18	https://identifiers.org/uniprot/Q14116, https://identifiers.org/hgnc/HGNC:5986	IL18()	12149432	IL-18 activation of PMNs was blocked by inhibition of p38 MAP kinase activity (SB203580) or by inhibition of p38 MAP kinase activation by chelation of cytosolic Ca2+.		FALSE														
191	fa354a65-54ee-482b-ba13-a1326b5de3f1	Activation	Activation(p38(), IL18())	p38	https://identifiers.org/fplx/p38	p38()	IL-18	https://identifiers.org/uniprot/Q14116, https://identifiers.org/hgnc/HGNC:5986	IL18()	12149432	IL-18 activation of PMNs was blocked by inhibition of p38 MAP kinase activity (SB203580) or by inhibition of p38 MAP kinase activation by chelation of cytosolic Ca2+.		FALSE														
192	fa354a65-54ee-482b-ba13-a1326b5de3f1	Activation	Activation(p38(), IL18())	p38	https://identifiers.org/fplx/p38	p38()	IL-18	https://identifiers.org/uniprot/Q14116, https://identifiers.org/hgnc/HGNC:5986	IL18()	16034119	To determine the molecular mechanism involved, we demonstrated that IL-18 secretion was through p38 and ERK1/2 MAPK pathways, because the inhibitors of p38 and ERK1/2, but not JNK, almost completely nullified IL-18 secretion.		FALSE														
193	b88f9142-da8e-45b9-8e65-ba4a7d2d0234	IncreaseAmount	IncreaseAmount(Hedgehog(), ABCG2())	Hh	https://identifiers.org/fplx/Hedgehog	Hedgehog()	ABCG2	https://identifiers.org/uniprot/Q9UNQ0, https://identifiers.org/hgnc/HGNC:74	ABCG2()	26943330	Hh inhibition reversed EMT induction and decreased ABCG2 expression in EGFR-TKI-resistant NSCLC cells.		FALSE														
194	b88f9142-da8e-45b9-8e65-ba4a7d2d0234	IncreaseAmount	IncreaseAmount(Hedgehog(), ABCG2())	Hh	https://identifiers.org/fplx/Hedgehog	Hedgehog()	ABCG2	https://identifiers.org/uniprot/Q9UNQ0, https://identifiers.org/hgnc/HGNC:74	ABCG2()	26943330	These findings demonstrated that Hh inhibition reversed EMT and decreased the ABCG2 expression in EGFR-TKI-resistant NSCLC cells.		FALSE														
